3.251066014	15.29124293
4.16097348	19.17342682
2.000343124	5.34313051
2.906997718	6.637755994
2.440267672	4.507389508
2.277015784	8.86659454
2.558780634	5.656716435
3.036682181	9.719994214
3.190302423	4.956848158
3.616450202	15.18118878
3.257583543	10.19191994
4.055658501	18.20389251
2.613356749	6.190711025
4.634352309	16.44695449
2.08216278	7.869367948
4.011402531	16.79900933
3.251914407	3.838794506
3.676069485	14.28946386
2.421160816	4.456482976
2.594304467	6.779415214
4.402233706	25.96002365
4.904784727	21.97337669
2.940272534	13.60332258
4.076967847	18.11175719
4.629167457	16.35071141
4.683819991	30.97894012
2.255132634	6.504804037
2.11716435	5.902945036
2.509491259	2.628461343
4.63442751	25.43542024
2.295040501	6.61104669
3.263322875	7.651575963
4.87366859	27.6265546
3.599495855	14.81923276
4.075631342	18.62663696
2.946546893	10.63853734
4.059502783	13.59661754
4.503877016	14.39907216
2.054864832	2.737538171
4.250432945	11.82799295
-3.966583267	17.28739346
-3.244496963	7.796009203
-1.841331976	3.140672091
-3.367837985	10.28257834
-1.30967802	0.159410116
-2.343680579	7.361811322
-3.725786509	15.09480491
-1.880842445	2.919045319
-1.863326016	0.942530118
-1.390085716	1.282052149
-1.058100874	2.50748829
-3.036506599	7.07328627
-1.634884348	4.171966575
-1.796639978	1.192832264
-2.474719478	6.905238346
-1.160087635	-1.086794044
-2.722352816	5.507302558
-1.440185725	1.471218178
-2.767916611	10.27785813
-3.09927508	12.06324278
-1.307003286	3.86187837
-2.242167963	10.30082125
-3.083200473	14.62197189
-2.242537809	7.162234305
-1.149860377	0.332764368
-2.607689218	6.230739148
-2.991383936	11.41094428
-2.544667336	9.049891011
-3.833784268	10.03886593
-2.759665122	7.183933056
-3.710205746	15.25066535
-1.412424112	2.215963415
-1.417829042	0.977729398
-3.422173866	17.40779992
-2.193030511	4.318247382
-1.496062591	1.096965639
-3.782525741	9.040948308
-2.043297579	5.399262262
-3.252436309	10.61933527
-3.177993956	7.64111457
